timestamp,transaction_id,action,evidence,decision,reason,confidence,agent_route,failure_recovery
2026-08-29T19:01:23,TX_TEST,TEST_AUDIT_EVENT,"[""Invoice amount = 10000"", ""Payment amount = 10000""]",RESOLVED,Test audit record,1.0,DETERMINISTIC,False
2026-08-29T19:17:24,TX045,AGENT_FAILURE,[],UNRESOLVED,cannot access local variable 'e' where it is not associated with a value,0.0,FAILURE_RECOVERY,True
2026-08-29T19:17:42,TX_TEST,TEST_AUDIT_EVENT,"[""Invoice amount = 10000"", ""Payment amount = 10000""]",RESOLVED,Test audit record,1.0,DETERMINISTIC,False
2026-08-29T19:29:08,TX045,AGENT_FAILURE,[],UNRESOLVED,cannot access local variable 'e' where it is not associated with a value,0.0,FAILURE_RECOVERY,True
2026-08-29T19:51:20,TX045,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T19:51:24,TX045,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T20:13:52,TX045,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T20:13:53,TX045,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T20:13:53,TX045,AGENT_FAILURE,[],UNRESOLVED,no such column: result_id,0.0,FAILURE_RECOVERY,True
2026-08-29T20:16:25,TX045,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T20:16:25,TX045,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T20:19:24,TX_TEST,TEST_AUDIT_EVENT,"[""Invoice amount = 10000"", ""Payment amount = 10000""]",RESOLVED,Test audit record,1.0,DETERMINISTIC,False
2026-08-29T20:44:18,TX0009,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T20:44:18,TX0009,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:14,TX0009,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:14,TX0009,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:15,TX0011,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:15,TX0011,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:15,TX0015,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:15,TX0015,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:15,TX0016,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:15,TX0016,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:15,TX0018,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:15,TX0018,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:15,TX0027,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:15,TX0027,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:16,TX0033,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:16,TX0033,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:16,TX0034,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:16,TX0034,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:16,TX0036,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:16,TX0036,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:16,TX0039,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:16,TX0039,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:17,TX0057,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:17,TX0057,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:17,TX0063,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:17,TX0063,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:17,TX0064,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:17,TX0064,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:17,TX0070,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:17,TX0070,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:17,TX0071,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:17,TX0071,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:18,TX0073,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:18,TX0073,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:18,TX0082,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:18,TX0082,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:18,TX0083,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:18,TX0083,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:18,TX0087,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:18,TX0087,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:18,TX0089,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:18,TX0089,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:19,TX0090,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:19,TX0090,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:19,TX0095,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:19,TX0095,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:19,TX0105,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:19,TX0105,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:19,TX0106,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:19,TX0106,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:20,TX0107,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:20,TX0107,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:20,TX0112,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:20,TX0112,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
2026-08-29T21:06:20,TX0118,AI_ANALYSIS_COMPLETED,[],UNRESOLVED,Gemini API quota exhausted.,0.0,AI_REASONING,True
2026-08-29T21:06:20,TX0118,LLM_FAILURE_RECOVERY,[],UNRESOLVED,Gemini API quota exhausted.,0.0,FAILURE_RECOVERY,True
